player_url,full_name,club_name,overall
https://sofifa.com/player/272500/carlos-baleba/250036/,Carlos Baleba,Brighton & Hove Albion,79
https://sofifa.com/player/241508/mikkel-damsgaard/250036/,Mikkel Damsgaard,Brentford,79
https://sofifa.com/player/224294/lewis-cook/250036/,Lewis Cook,AFC Bournemouth,79
https://sofifa.com/player/236920/justin-kluivert/250036/,Justin Kluivert,AFC Bournemouth,79
https://sofifa.com/player/241236/antoine-semenyo/250036/,Antoine Semenyo,AFC Bournemouth,79
https://sofifa.com/player/202652/raheem-sterling/250036/,Raheem Sterling,Arsenal,78
https://sofifa.com/player/226491/kieran-tierney/250036/,Kieran Tierney,Arsenal,78
https://sofifa.com/player/227813/oleksandr-zinchenko/250036/,Oleksandr Zinchenko,Arsenal,78
https://sofifa.com/player/232938/takehiro-tomiyasu/250036/,Takehiro Tomiyasu,Arsenal,78
https://sofifa.com/player/257711/riccardo-calafiori/250036/,Riccardo Calafiori,Arsenal,78
https://sofifa.com/player/212419/tyrone-mings/250036/,Tyrone Mings,Aston Villa,78
https://sofifa.com/player/246923/jacob-ramsey/250036/,Jacob Ramsey,Aston Villa,78
https://sofifa.com/player/222104/tosin-adarabioyo/250036/,Tosin Adarabioyo,Chelsea,78
https://sofifa.com/player/228789/robert-lynch-sanchez/250036/,Robert Lynch Sánchez,Chelsea,78
https://sofifa.com/player/230918/trevoh-chalobah/250036/,Trevoh Chalobah,Chelsea,78
https://sofifa.com/player/263620/romeo-lavia/250036/,Romeo Lavia,Chelsea,78
https://sofifa.com/player/243282/dwight-mcneil/250036/,Dwight McNeil,Everton,78
https://sofifa.com/player/232223/konstantinos-tsimikas/250036/,Konstantinos Tsimikas,Liverpool,78
https://sofifa.com/player/246174/harvey-elliott/250036/,Harvey Elliott,Liverpool,78
https://sofifa.com/player/253124/matheus-luiz-nunes/250036/,Matheus Luiz Nunes,Manchester City,78
https://sofifa.com/player/271574/rico-lewis/250036/,Rico Lewis,Manchester City,78
https://sofifa.com/player/269087/leny-yoro/250036/,Leny Yoro,Manchester United,78
https://sofifa.com/player/262118/tino-livramento/250036/,Tino Livramento,Newcastle United,78
https://sofifa.com/player/237819/nicolas-dominguez/250036/,Nicolás Domínguez,Nottingham Forest,78
https://sofifa.com/player/240740/callum-hudson-odoi/250036/,Callum Hudson-Odoi,Nottingham Forest,78
https://sofifa.com/player/243057/neco-williams/250036/,Neco Williams,Nottingham Forest,78
https://sofifa.com/player/233934/aaron-ramsdale/250036/,Aaron Ramsdale,Southampton,78
https://sofifa.com/player/243702/djed-spence/250036/,Djed Spence,Tottenham Hotspur,78
https://sofifa.com/player/193105/alphonse-areola/250036/,Alphonse Areola,West Ham United,78
https://sofifa.com/player/205569/james-ward-prowse/250036/,James Ward-Prowse,West Ham United,78
https://sofifa.com/player/210736/emerson-palmieri-dos-santos/250036/,Emerson Palmieri dos Santos,West Ham United,78
https://sofifa.com/player/225659/guido-rodriguez/250036/,Guido Rodríguez,West Ham United,78
https://sofifa.com/player/235844/edson-alvarez/250036/,Edson Álvarez,West Ham United,78
https://sofifa.com/player/238756/jorgen-strand-larsen/250036/,Jørgen Strand Larsen,Wolverhampton Wanderers,78
https://sofifa.com/player/273463/joao-victor-gomes-da-silva/250036/,João Victor Gomes da Silva,Wolverhampton Wanderers,78
https://sofifa.com/player/216266/kenny-tete/250036/,Kenny Tete,Fulham FC,78
https://sofifa.com/player/236699/sasa-lukic/250036/,Saša Lukić,Fulham FC,78
https://sofifa.com/player/241436/calvin-bassey/250036/,Calvin Bassey,Fulham FC,78
https://sofifa.com/player/229984/ben-chilwell/250036/,Ben Chilwell,Crystal Palace,78
https://sofifa.com/player/240947/tyrick-mitchell/250036/,Tyrick Mitchell,Crystal Palace,78
https://sofifa.com/player/242619/cheick-doucoure/250036/,Cheick Doucouré,Crystal Palace,78
https://sofifa.com/player/208004/joel-veltman/250036/,Joël Veltman,Brighton & Hove Albion,78
https://sofifa.com/player/245637/georginio-rutter/250036/,Georginio Rutter,Brighton & Hove Albion,78
https://sofifa.com/player/248793/mats-wieffer/250036/,Mats Wieffer,Brighton & Hove Albion,78
https://sofifa.com/player/258498/bart-verbruggen/250036/,Bart Verbruggen,Brighton & Hove Albion,78
https://sofifa.com/player/258908/jan-paul-van-hecke/250036/,Jan Paul van Hecke,Brighton & Hove Albion,78
https://sofifa.com/player/210697/christian-norgaard/250036/,Christian Nørgaard,Brentford,78
https://sofifa.com/player/211738/mark-flekken/250036/,Mark Flekken,Brentford,78
https://sofifa.com/player/248484/nathan-collins/250036/,Nathan Collins,Brentford,78
https://sofifa.com/player/206585/kepa-arrizabalaga/250036/,Kepa Arrizabalaga,AFC Bournemouth,78
https://sofifa.com/player/213884/ryan-christie/250036/,Ryan Christie,AFC Bournemouth,78
https://sofifa.com/player/232999/tyler-adams/250036/,Tyler Adams,AFC Bournemouth,78
https://sofifa.com/player/236506/marcos-senesi/250036/,Marcos Senesi,AFC Bournemouth,78
https://sofifa.com/player/258781/illia-zabarnyi/250036/,Illia Zabarnyi,AFC Bournemouth,78
https://sofifa.com/player/278349/dean-huijsen/250036/,Dean Huijsen,AFC Bournemouth,78
https://sofifa.com/player/194404/norberto-murara-neto/250036/,Norberto Murara Neto,Arsenal,77
https://sofifa.com/player/199189/ross-barkley/250036/,Ross Barkley,Aston Villa,77
https://sofifa.com/player/229942/axel-disasi/250036/,Axel Disasi,Aston Villa,77
https://sofifa.com/player/237386/kiernan-dewsbury-hall/250036/,Kiernan Dewsbury-Hall,Chelsea,77
https://sofifa.com/player/242578/benoit-badiashile/250036/,Benoît Badiashile,Chelsea,77
https://sofifa.com/player/258485/filip-jorgensen/250036/,Filip Jörgensen,Chelsea,77
https://sofifa.com/player/193474/idrissa-gueye/250036/,Idrissa Gueye,Everton,77
https://sofifa.com/player/234078/orel-mangala/250036/,Orel Mangala,Everton,77
https://sofifa.com/player/244380/vitaliy-mykolenko/250036/,Vitaliy Mykolenko,Everton,77
https://sofifa.com/player/264298/conor-bradley/250036/,Conor Bradley,Liverpool,77
https://sofifa.com/player/277031/abdukodir-khusanov/250036/,Abdukodir Khusanov,Manchester City,77
https://sofifa.com/player/190460/christian-eriksen/250036/,Christian Eriksen,Manchester United,77
https://sofifa.com/player/233064/mason-mount/250036/,Mason Mount,Manchester United,77
https://sofifa.com/player/250961/joshua-zirkzee/250036/,Joshua Zirkzee,Manchester United,77
https://sofifa.com/player/259399/rasmus-hojlund/250036/,Rasmus Højlund,Manchester United,77
https://sofifa.com/player/268438/alejandro-garnacho-ferreyra/250036/,Alejandro Garnacho Ferreyra,Manchester United,77
https://sofifa.com/player/269136/kobbie-mainoo/250036/,Kobbie Mainoo,Manchester United,77
https://sofifa.com/player/220407/martin-dubravka/250036/,Martin Dúbravka,Newcastle United,77
https://sofifa.com/player/217036/alexandre-moreno-lopera/250036/,Alexandre Moreno Lopera,Nottingham Forest,77
https://sofifa.com/player/235173/ibrahim-sangare/250036/,Ibrahim Sangaré,Nottingham Forest,77
https://sofifa.com/player/235642/ryan-yates/250036/,Ryan Yates,Nottingham Forest,77
https://sofifa.com/player/269421/joao-pedro-ferreira-silva/250036/,João Pedro Ferreira Silva,Nottingham Forest,77
https://sofifa.com/player/212188/timo-werner/250036/,Timo Werner,Tottenham Hotspur,77
https://sofifa.com/player/268421/mathys-tel/250036/,Mathys Tel,Tottenham Hotspur,77
https://sofifa.com/player/164835/lukasz-fabianski/250036/,Łukasz Fabiański,West Ham United,77
https://sofifa.com/player/190717/michail-antonio/250036/,Michail Antonio,West Ham United,77
https://sofifa.com/player/234153/carlos-soler-barragan/250036/,Carlos Soler Barragán,West Ham United,77
https://sofifa.com/player/242000/konstantinos-mavropanos/250036/,Konstantinos Mavropanos,West Ham United,77
https://sofifa.com/player/245336/maximilian-kilman/250036/,Maximilian Kilman,West Ham United,77
https://sofifa.com/player/246685/leif-davis/250036/,Leif Davis,Ipswich Town,77
https://sofifa.com/player/259031/liam-delap/250036/,Liam Delap,Ipswich Town,77
https://sofifa.com/player/226790/wilfred-ndidi/250036/,Wilfred Ndidi,Leicester City,77
https://sofifa.com/player/246158/mads-hermansen/250036/,Mads Hermansen,Leicester City,77
https://sofifa.com/player/74866/andre-trindade/250036/,André Trindade,Wolverhampton Wanderers,77
https://sofifa.com/player/212442/jose-pedro-malheiro-de-sa/250036/,José Pedro Malheiro de Sá,Wolverhampton Wanderers,77
https://sofifa.com/player/227928/nelson-cabral-semedo/250036/,Nélson Cabral Semedo,Wolverhampton Wanderers,77
https://sofifa.com/player/258575/emmanuel-agbadou/250036/,Emmanuel Agbadou,Wolverhampton Wanderers,77
https://sofifa.com/player/204838/raul-jimenez/250036/,Raúl Jiménez,Fulham FC,77
https://sofifa.com/player/208450/andreas-hugo-hoelgebaum-pereira/250036/,Andreas Hugo Hoelgebaum Pereira,Fulham FC,77
https://sofifa.com/player/240273/emile-smith-rowe/250036/,Emile Smith Rowe,Fulham FC,77
https://sofifa.com/player/213991/jefferson-lerma/250036/,Jefferson Lerma,Crystal Palace,77
https://sofifa.com/player/232730/daichi-kamada/250036/,Daichi Kamada,Crystal Palace,77
https://sofifa.com/player/235353/ismaila-sarr/250036/,Ismaïla Sarr,Crystal Palace,77
https://sofifa.com/player/186146/danny-welbeck/250036/,Danny Welbeck,Brighton & Hove Albion,77
https://sofifa.com/player/199915/lewis-dunk/250036/,Lewis Dunk,Brighton & Hove Albion,77
https://sofifa.com/player/206594/solly-march/250036/,Solly March,Brighton & Hove Albion,77
https://sofifa.com/player/241585/igor-julio-dos-santos-de-paulo/250036/,Igor Julio dos Santos de Paulo,Brighton & Hove Albion,77
https://sofifa.com/player/271800/yankuba-minteh/250036/,Yankuba Minteh,Brighton & Hove Albion,77
https://sofifa.com/player/229723/mathias-jensen/250036/,Mathias Jensen,Brentford,77
https://sofifa.com/player/238717/ethan-pinnock/250036/,Ethan Pinnock,Brentford,77
https://sofifa.com/player/242453/sepp-van-den-berg/250036/,Sepp van den Berg,Brentford,77
https://sofifa.com/player/223197/enes-unal/250036/,Enes Ünal,AFC Bournemouth,77
https://sofifa.com/player/237477/marcus-tavernier/250036/,Marcus Tavernier,AFC Bournemouth,77
https://sofifa.com/player/232104/daniel-james/250036/,Daniel James,Leeds United,77
https://sofifa.com/player/246791/manor-solomon/250036/,Manor Solomon,Leeds United,77
https://sofifa.com/player/246350/enzo-le-fee/250036/,Enzo Le Fée,Sunderland,77
https://sofifa.com/player/235619/marcus-edwards/250036/,Marcus Edwards,Burnley,77
https://sofifa.com/player/265693/jakub-kiwior/250036/,Jakub Kiwior,Arsenal,76
https://sofifa.com/player/251892/norberto-gomes-betuncal/250036/,Norberto Gomes Betuncal,Everton,76
https://sofifa.com/player/253510/jake-obrien/250036/,Jake O'Brien,Everton,76
https://sofifa.com/player/221660/victor-lindelof/250036/,Victor Lindelöf,Manchester United,76
https://sofifa.com/player/243647/altay-bayindir/250036/,Altay Bayındır,Manchester United,76
https://sofifa.com/player/237329/joe-willock/250036/,Joe Willock,Newcastle United,76
https://sofifa.com/player/256008/felipe-rodrigues-da-silva/250036/,Felipe Rodrigues da Silva,Nottingham Forest,76
https://sofifa.com/player/273106/danilo-santos-de-oliveira/250036/,Danilo Santos de Oliveira,Nottingham Forest,76
https://sofifa.com/player/270857/mateus-goncalo-espanha-fernandes/250036/,Mateus Gonçalo Espanha Fernandes,Southampton,76
https://sofifa.com/player/205923/ben-davies/250036/,Ben Davies,Tottenham Hotspur,76
https://sofifa.com/player/272926/lucas-bergvall/250036/,Lucas Bergvall,Tottenham Hotspur,76
https://sofifa.com/player/251954/crysencio-summerville/250036/,Crysencio Summerville,West Ham United,76
https://sofifa.com/player/197975/sam-morsy/250036/,Sam Morsy,Ipswich Town,76
https://sofifa.com/player/220139/sammie-szmodics/250036/,Sammie Szmodics,Ipswich Town,76
https://sofifa.com/player/208830/jamie-vardy/250036/,Jamie Vardy,Leicester City,76
https://sofifa.com/player/225783/stephy-mavididi/250036/,Stephy Mavididi,Leicester City,76
https://sofifa.com/player/257504/bilal-el-khannouss/250036/,Bilal El Khannouss,Leicester City,76
https://sofifa.com/player/267680/abdul-fatawu/250036/,Abdul Fatawu,Leicester City,76
https://sofifa.com/player/198950/pablo-sarabia-garcia/250036/,Pablo Sarabia García,Wolverhampton Wanderers,76
https://sofifa.com/player/206075/sam-johnstone/250036/,Sam Johnstone,Wolverhampton Wanderers,76
https://sofifa.com/player/226380/hee-chan-hwang/250036/,Hee Chan Hwang,Wolverhampton Wanderers,76
https://sofifa.com/player/235432/marshall-munetsi/250036/,Marshall Munetsi,Wolverhampton Wanderers,76
https://sofifa.com/player/237658/santiago-bueno/250036/,Santiago Bueno,Wolverhampton Wanderers,76
https://sofifa.com/player/213956/adama-traore-diarra/250036/,Adama Traoré Diarra,Fulham FC,76
https://sofifa.com/player/220710/harry-wilson/250036/,Harry Wilson,Fulham FC,76
https://sofifa.com/player/222501/timothy-castagne/250036/,Timothy Castagne,Fulham FC,76
https://sofifa.com/player/231633/issa-diop/250036/,Issa Diop,Fulham FC,76
https://sofifa.com/player/206516/will-hughes/250036/,Will Hughes,Crystal Palace,76
https://sofifa.com/player/250954/chris-richards/250036/,Chris Richards,Crystal Palace,76
https://sofifa.com/player/260779/simon-adingra/250036/,Simon Adingra,Brighton & Hove Albion,76
https://sofifa.com/player/224494/rico-henry/250036/,Rico Henry,Brentford,76
https://sofifa.com/player/235167/vitaly-janelt/250036/,Vitaly Janelt,Brentford,76
https://sofifa.com/player/260926/kevin-schade/250036/,Kevin Schade,Brentford,76
https://sofifa.com/player/275771/igor-thiago-rodrigues/250036/,Igor Thiago Rodrigues,Brentford,76
https://sofifa.com/player/265552/dango-ouattara/250036/,Dango Ouattara,AFC Bournemouth,76
https://sofifa.com/player/229266/joe-rodon/250036/,Joe Rodon,Leeds United,76
https://sofifa.com/player/235735/ethan-ampadu/250036/,Ethan Ampadu,Leeds United,76
https://sofifa.com/player/236764/ao-tanaka/250036/,Ao Tanaka,Leeds United,76
https://sofifa.com/player/239360/pascal-struijk/250036/,Pascal Struijk,Leeds United,76
https://sofifa.com/player/234741/gustavo-hamer/250036/,Gustavo Hamer,Sheffield United,76
https://sofifa.com/player/240987/michael-cooper/250036/,Michael Cooper,Sheffield United,76
https://sofifa.com/player/220659/josh-brownhill/250036/,Josh Brownhill,Burnley,76
https://sofifa.com/player/228151/josh-cullen/250036/,Josh Cullen,Burnley,76
https://sofifa.com/player/262042/maxime-esteve/250036/,Maxime Estève,Burnley,76
https://sofifa.com/player/263063/james-trafford/250036/,James Trafford,Burnley,76
https://sofifa.com/player/252483/alfie-doughty/250036/,Alfie Doughty,Luton Town,76
https://sofifa.com/player/271807/ethan-nwaneri/250036/,Ethan Nwaneri,Arsenal,75
https://sofifa.com/player/221479/dominic-calvert-lewin/250036/,Dominic Calvert-Lewin,Everton,75
https://sofifa.com/player/232080/jack-harrison/250036/,Jack Harrison,Everton,75
https://sofifa.com/player/243657/james-garner/250036/,James Garner,Everton,75
https://sofifa.com/player/245741/jesper-lindstrom/250036/,Jesper Lindstrøm,Everton,75
https://sofifa.com/player/273651/jarell-quansah/250036/,Jarell Quansah,Liverpool,75
https://sofifa.com/player/237161/sean-longstaff/250036/,Sean Longstaff,Newcastle United,75
https://sofifa.com/player/202750/willy-boly/250036/,Willy Boly,Nottingham Forest,75
https://sofifa.com/player/230978/taiwo-awoniyi/250036/,Taiwo Awoniyi,Nottingham Forest,75
https://sofifa.com/player/255718/ramon-sosa/250036/,Ramón Sosa,Nottingham Forest,75
https://sofifa.com/player/227927/kyle-walker-peters/250036/,Kyle Walker-Peters,Southampton,75
https://sofifa.com/player/242916/yukinari-sugawara/250036/,Yukinari Sugawara,Southampton,75
https://sofifa.com/player/73580/antonin-kinsky/250036/,Antonín Kinský,Tottenham Hotspur,75
https://sofifa.com/player/245279/sergio-reguilon-rodriguez/250036/,Sergio Reguilón Rodríguez,Tottenham Hotspur,75
https://sofifa.com/player/260105/radu-dragusin/250036/,Radu Drăgușin,Tottenham Hotspur,75
https://sofifa.com/player/270208/archie-gray/250036/,Archie Gray,Tottenham Hotspur,75
https://sofifa.com/player/244470/vladimir-coufal/250036/,Vladimír Coufal,West Ham United,75
https://sofifa.com/player/224081/kalvin-phillips/250036/,Kalvin Phillips,Ipswich Town,75
https://sofifa.com/player/225667/conor-chaplin/250036/,Conor Chaplin,Ipswich Town,75
https://sofifa.com/player/225793/ben-godfrey/250036/,Ben Godfrey,Ipswich Town,75
https://sofifa.com/player/235405/dara-oshea/250036/,Dara O'Shea,Ipswich Town,75
https://sofifa.com/player/244472/jens-lys-cajuste/250036/,Jens-Lys Cajuste,Ipswich Town,75
https://sofifa.com/player/248602/jacob-greaves/250036/,Jacob Greaves,Ipswich Town,75
https://sofifa.com/player/260145/omari-hutchinson/250036/,Omari Hutchinson,Ipswich Town,75
https://sofifa.com/player/261336/jaden-philogene/250036/,Jaden Philogene,Ipswich Town,75
https://sofifa.com/player/210243/ricardo-barbosa-pereira/250036/,Ricardo Barbosa Pereira,Leicester City,75
https://sofifa.com/player/222400/harry-winks/250036/,Harry Winks,Leicester City,75
https://sofifa.com/player/239817/boubakary-soumare/250036/,Boubakary Soumaré,Leicester City,75
https://sofifa.com/player/259762/victor-kristiansen/250036/,Victor Kristiansen,Leicester City,75
https://sofifa.com/player/269495/facundo-buonanotte/250036/,Facundo Buonanotte,Leicester City,75
https://sofifa.com/player/224411/goncalo-manuel-ganchinho-guedes/250036/,Gonçalo Manuel Ganchinho Guedes,Wolverhampton Wanderers,75
https://sofifa.com/player/235456/jean-ricner-bellegarde/250036/,Jean-Ricner Bellegarde,Wolverhampton Wanderers,75
https://sofifa.com/player/239901/sasa-kalajdzic/250036/,Saša Kalajdžić,Wolverhampton Wanderers,75
https://sofifa.com/player/258607/tote-antonio-gomes/250036/,Tote António Gomes,Wolverhampton Wanderers,75
https://sofifa.com/player/231448/reiss-nelson/250036/,Reiss Nelson,Fulham FC,75
https://sofifa.com/player/264337/rodrigo-muniz-carvalho/250036/,Rodrigo Muniz Carvalho,Fulham FC,75
https://sofifa.com/player/207616/adam-webster/250036/,Adam Webster,Brighton & Hove Albion,75
https://sofifa.com/player/189682/ben-mee/250036/,Ben Mee,Brentford,75
https://sofifa.com/player/224258/kristoffer-ajer/250036/,Kristoffer Ajer,Brentford,75
https://sofifa.com/player/243606/keane-lewis-potter/250036/,Keane Lewis-Potter,Brentford,75
https://sofifa.com/player/248808/aaron-hickey/250036/,Aaron Hickey,Brentford,75
https://sofifa.com/player/220196/david-brooks/250036/,David Brooks,AFC Bournemouth,75
https://sofifa.com/player/233500/luis-sinisterra/250036/,Luis Sinisterra,AFC Bournemouth,75
https://sofifa.com/player/231838/maximilian-wober/250036/,Maximilian Wöber,Leeds United,75
https://sofifa.com/player/241184/hector-junior-firpo-adames/250036/,Héctor Junior Firpo Adamés,Leeds United,75
https://sofifa.com/player/244591/jayden-bogle/250036/,Jayden Bogle,Leeds United,75
https://sofifa.com/player/247249/joel-piroe/250036/,Joël Piroe,Leeds United,75
https://sofifa.com/player/272379/samuel-iling-junior/250036/,Samuel Iling-Junior,Middlesbrough,75
https://sofifa.com/player/252059/salis-abdul-samed/250036/,Salis Abdul Samed,Sunderland,75
https://sofifa.com/player/252929/borja-sainz-eguskiza/250036/,Borja Sainz Eguskiza,Norwich City,75
https://sofifa.com/player/262929/vinicius-de-souza-costa/250036/,Vinicius de Souza Costa,Sheffield United,75
https://sofifa.com/player/225147/connor-roberts/250036/,Connor Roberts,Burnley,75
https://sofifa.com/player/242660/jordan-beyer/250036/,Jordan Beyer,Burnley,75
https://sofifa.com/player/268131/cj-egan-riley/250036/,CJ Egan-Riley,Burnley,75
https://sofifa.com/player/188400/thomas-kaminski/250036/,Thomas Kaminski,Luton Town,75
https://sofifa.com/player/207557/robin-olsen/250036/,Robin Olsen,Aston Villa,74
https://sofifa.com/player/152908/ashley-young/250036/,Ashley Young,Everton,74
https://sofifa.com/player/207599/michael-keane/250036/,Michael Keane,Everton,74
